SKU,Catalogue Code,Product Name,Category,Brand,Sale Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Mech: Gas Height Adjustment,Headrest Included,Headrest Type,Adjustable Headrest,Height Adjustable Back,Mech: Permanent Contact Backrest,Mech: Independent Seat & Back,Integral Lumbar Support,Adjustable Lumbar Support,Mech: Seat Slide,Mech: Seat Angle Adjustment,Mech: Seat Depth Adjustment,Mech: Synchro Tilt,Mech: Infinite Lock Mechanism,Mech: Lock Tilt Motion,Mech: Knee Tilt,Mech: Anti-Shock,Mech: Tilt Tension Adjustment,Mech: Auto Tilt Tensioner,Recommended Usage (Hours),Stackable,Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,3-5 Day Prebuild Cost,Next Day Prebuild Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Add-On 1,Add-On 2,Add-On 3,Add-On 4,Add-On 5,Add-On 6,Add-On 7,Add-On 8,Commodity Code,ISPC Code,EAN Barcode,Last Updated
AC000063,AIRPUMPLS,Air Pump Lumbar Support,Accessory,Dynamic,,51,,"Keep yourself supported with the Air Pump Lumbar, designed to improve posture and support the lower back.","Whether you need a replacement part or a way of enhancing your existing products, our accessories range offers a variety of high quality products to fit many items in the Dynamic family.",,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,1,3-May,Yes,No,4.95,15.95,,,1 Year,1 Year,Great Britain,,,,,,,,,,8536509000,60258,5.05585E+12,03/06/2024
AC000064,BRUNSWICKCASTORS,Brunswick Deluxe Castors (Set of 5),Accessory,Brunswick,,27, Convert the Brunswick Deluxe into a mobile seat  Hardwearing twin wheeled castors  Set of 4,Open a new world of mobility with the Brunswick Deuxe Castor Set Accessory. This castor set transforms any Brunswick Deluxe chair into a mobile seat - opening a whole new world of movement and mobility for any environment.,"Whether you need a replacement part or a way of enhancing your existing products, our accessories range offers a variety of high quality products to fit many items in the Dynamic family.",,,,,Metal & Plastic,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,false,125,,,,,,,1,3-May,Yes,No,4.95,15.95,,,1 Year,1 Year,China,,,,,,,,,,8302200000,60258,5.05618E+12,03/06/2024
AC000065,MILAN02,Milan Right Hand Foldaway Poly Writing Table,Accessory,Milan,,79, Tilting writing table  Swivel action ensures table slides away for easy access  Durable writing surface  Tablet Dimensions: 372 x 250 mm  Overall height measured from floor to top of tablet when fitted to chair,A foldaway writing tablet with a wipe clean polymer surface that is easily fitted to the Milan Folding chair (Milan chair sold separately).,"Whether you need a replacement part or a way of enhancing your existing products, our accessories range offers a variety of high quality products to fit many items in the Dynamic family.",372,610,812,0.4,PU,Black,Black,false,,,,,,,false,,,,,,false,,,,,,,,,,,,,,,,,,8,false,,,,,,,,1,3-May,Yes,No,4.95,,,,2 Years,,Italy,,,,,,,,,,94019080,60232,5.05631E+12,03/06/2024
BR000003,ACADEMYFABRICWITHARMS,Academy Visitor Chair Black Fabric Back With Arms,Visitor,Academy,,308," Durable and Stylish Backrest  Practical and Comfortable  Can Be Stacked up to 6 High  Ideal for Boardroom, Public Waiting Areas, Canteens and Schools  Built to EN1335 standards  ANSI/BIFMAX 5.1-2017 Strength and Endurance Tested","With the right amount of padding to keep you comfortable during conferences, this heavy duty multi-use meeting chair matches design with durability to leave you with a sleek, stackable seating solution. Choose between the fabric or breathable nylon back styles and optional arms to ensure the Academy matches all your requirements.","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",620,570,870,10,Fabric & Chrome Metal,Black & Chrome,Black & Chrome,false,460,490,460,Medium,450,400,true,Fixed,false,490,655,,false,,,,,,,,,,,,,,,,,,8,true,115,Black,Black,Chrome,Fabric,Fabric,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,KCUP0034,KCUP0036,BR000004,BR000010,BR000011,,,,94017100,60261,5.06027E+12,03/06/2024
BR000004,ACADEMYFABRICWITHOUTARMS,Academy Visitor Chair Black Fabric Back Without Arms,Visitor,Academy,,299," Durable and Stylish Backrest  Practical and Comfortable  Can Be Stacked up to 6 High  Ideal for Boardroom, Public Waiting Areas, Canteens and Schools  Built to EN1335 standards  ANSI/BIFMAX 5.1-2017 Strength and Endurance Tested","With the right amount of padding to keep you comfortable during conferences, this heavy duty multi-use meeting chair matches design with durability to leave you with a sleek, stackable seating solution. Choose between the fabric or breathable nylon back styles and optional arms to ensure the Academy matches all your requirements.","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",500,570,870,10,Fabric & Chrome Metal,Black & Chrome,Black & Chrome,false,460,490,460,Medium,450,400,false,,,,,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Chrome,Fabric,Fabric,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,KCUP0055,BR000003,BR000010,KCUP0056,BR000011,,,,94017100,60262,5.06027E+12,03/06/2024
BR000010,ACADEMY,Academy Visitor Chair Black With Arms,Visitor,Academy,,283," Durable and Stylish Backrest  Practical and Comfortable  Can Be Stacked up to 6 High  Ideal for Boardroom, Public Waiting Areas, Canteens and Schools  Built to EN1335 standards  ANSI/BIFMAX 5.1-2017 Strength and Endurance Tested","With the right amount of padding to keep you comfortable during conferences, this heavy duty multi-use meeting chair matches design with durability to leave you with a sleek, stackable seating solution. Choose between the fabric or breathable nylon back styles and optional arms to ensure the Academy matches all your requirements.","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",620,570,870,10,Fabric & Mesh & Chrome Metal,Black & Chrome,Black & Chrome,false,460,490,460,Medium,450,400,true,Fixed,false,490,655,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Chrome,Fabric,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,BR000003,BR000011,KCUP0004,KCUP0007,BR000004,,,,94017100,60261,5.06027E+12,03/06/2024
BR000011,ACADEMYWITHOUTARMS,Academy Visitor Chair Black Without Arms,Visitor,Academy,,273," Durable and Stylish Backrest  Practical and Comfortable  Can Be Stacked up to 6 High  Ideal for Boardroom, Public Waiting Areas, Canteens and Schools  Built to EN1335 standards  ANSI/BIFMAX 5.1-2017 Strength and Endurance Tested","With the right amount of padding to keep you comfortable during conferences, this heavy duty multi-use meeting chair matches design with durability to leave you with a sleek, stackable seating solution. Choose between the fabric or breathable nylon back styles and optional arms to ensure the Academy matches all your requirements.","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",500,570,870,10,Fabric & Mesh & Chrome Metal,Black & Chrome,Black & Chrome,false,460,490,460,Medium,450,400,false,,,,,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Chrome,Fabric,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,BR000004,BR000003,KCUP0016,KCUP0013,BR000010,,,,94017100,60262,5.06027E+12,03/06/2024
BR000020,BRUNSWICKNOARMBLACK,Brunswick Visitor Chair Black Fabric Without Arms Black Frame,Visitor,Brunswick,,175, Light weight frame design  Padded Seat Pad  Soft Curved Mesh Back  Stackable up to 4 high,The Brunswick range is an established favourite choice within the Dynamic range. A comprehensive range of visitor seating that is uncomplicated and stylish in design. These comfortable chairs will stand the test of time in the most demanding environments.,"Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",550,610,840,8,Airmesh & Mesh & Chrome Metal,Black,Black,false,460,470,490,Medium,450,380,false,,,,,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Black,Airmesh,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,BR000025,BR000024,KCUP0087,BR000021,KCUP0088,,,,94017100,60262,5.06027E+12,03/06/2024
BR000021,BRUNSWICKNOARMCHROME,Brunswick Visitor Chair Black Fabric Without Arms Chrome Frame,Visitor,Brunswick,,185, Light weight frame design  Padded Seat Pad  Soft Curved Mesh Back  Stackable up to 4 high,The Brunswick range is an established favourite choice within the Dynamic range. A comprehensive range of visitor seating that is uncomplicated and stylish in design. These comfortable chairs will stand the test of time in the most demanding environments.,"Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",550,610,840,8,Airmesh & Mesh & Chrome Metal,Black & Chrome,Black & Chrome,false,460,470,490,Medium,450,380,false,,,,,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Chrome,Airmesh,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,KCUP0090,BR000025,BR000024,KCUP0096,BR000020,,,,94017100,60262,5.06027E+12,03/06/2024
BR000024,BRUNSWICKBLACK,Brunswick Visitor Black Fabric Chair With Arms Black Frame,Visitor,Brunswick,,191, Light weight frame design  Padded Seat Pad  Soft Curved Mesh Back  Polyurethane Armrests  Stackable up to 4 high,The Brunswick range is an established favourite choice within the Dynamic range. A comprehensive range of visitor seating that is uncomplicated and stylish in design. These comfortable chairs will stand the test of time in the most demanding environments.,"Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",550,610,840,8,Airmesh & Mesh & Chrome Metal,Black,Black,false,460,470,490,Medium,450,380,true,Fixed,false,450,650,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Black,Airmesh,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,BR000020,BR000025,KCUP0072,KCUP0071,BR000021,,,,94017100,60261,5.06027E+12,03/06/2024
BR000025,BRUNSWICKCHROME,Brunswick Visitor Chair Black Fabric With Arms Chrome Frame,Visitor,Brunswick,,201, Light weight frame design  Padded Seat Pad  Soft Curved Mesh Back  Polyurethane Armrests  Stackable up to 4 high,The Brunswick range is an established favourite choice within the Dynamic range. A comprehensive range of visitor seating that is uncomplicated and stylish in design. These comfortable chairs will stand the test of time in the most demanding environments.,"Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",550,610,840,8,Airmesh & Mesh & Chrome Metal,Black & Chrome,Black & Chrome,false,460,470,490,Medium,450,380,true,Fixed,false,450,650,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,true,115,Black,Black,Chrome,Airmesh,Mesh,Chrome Metal,1,3-May,Yes,No,4.95,15.95,,,2 Years,1 Year,China ,,KCUP0074,KCUP0080,BR000020,BR000021,BR000024,,,,94017100,60261,5.06027E+12,03/06/2024
BR000030,CLASSICCANTILEVER,Classic Cantilever Chair Black With Arms,Visitor,Classic,,525, Large contoured seat with waterfall front  Soft Bonded Leather  Solid robust frame  Matching chrome frame and arms  Fixed padded arms,"Upgrade your office in style with this contemporary Classic range of seats. Comfort and style are masterfully paired through this versatile range of choices: high and medium back versions and a visitor option are all available in either black, tan or white bonded
leather upholstery. The generous seating proportions are deeply padded to provide day long comfort. There are appealing chrome details throughout, including the padded, upholstered arms. Bring some class to your office with the Classic ","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",600,630,980-1080,16,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,470,510,475,Medium,460,530,true,Fixed,false,505,695,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,false,115,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,BR000031,BR000032,EX000010,EX000007,EX000012,,,,94017100,60261,5.06027E+12,03/06/2024
BR000031,CLASSICTANCANTILEVER,Classic Cantilever Chair Tan With Arms,Visitor,Classic,,525, Large contoured seat with waterfall front  Soft Bonded Leather  Solid robust frame  Matching chrome frame and arms  Fixed padded arms,"Upgrade your office in style with this contemporary Classic range of seats. Comfort and style are masterfully paired through this versatile range of choices: high and medium back versions and a visitor option are all available in either black, tan or white bonded
leather upholstery. The generous seating proportions are deeply padded to provide day long comfort. There are appealing chrome details throughout, including the padded, upholstered arms. Bring some class to your office with the Classic ","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",600,630,980-1080,16,Soft Bonded Leather & Chrome Metal,Tan & Chrome,Tan & Chrome,false,470,510,475,Medium,460,530,true,Fixed,false,505,695,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,false,115,Tan,Tan,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,BR000032,EX000008,EX000011,BR000030,EX000012,,,,94017100,60261,5.05585E+12,03/06/2024
BR000032,CLASSICCREAMCANTILEVER,Classic Cantilever Chair White With Arms,Visitor,Classic,,525, Large contoured seat with waterfall front  Soft Bonded Leather  Solid robust frame  Matching chrome frame and arms  Fixed padded arms,"Upgrade your office in style with this contemporary Classic range of seats. Comfort and style are masterfully paired through this versatile range of choices: high and medium back versions and a visitor option are all available in either black, tan or white bonded
leather upholstery. The generous seating proportions are deeply padded to provide day long comfort. There are appealing chrome details throughout, including the padded, upholstered arms. Bring some class to your office with the Classic ","Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",600,630,980-1080,16,Soft Bonded Leather & Chrome Metal,White & Chrome,White & Chrome,false,470,510,475,Medium,460,530,true,Fixed,false,505,695,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,false,115,White,White,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,EX000012,EX000009,BR000031,BR000030,EX000010,,,,94017100,60261,5.06027E+12,03/06/2024
BR000033,DESIRECANTILEVER,Desire Cantilever Chair Black With Arms,Visitor,Desire,,382, Modern and stylish design  Comfortable deep seat and backrest cusioning  Panel backrest design  Soft Bonded Leather  Matching chrome frame and arms  Fixed arms with cushioned arm pads,The Desire is a simple yet stylish visitor chair. The split panel design backrest has deep cushioning whilst the Soft Bonded Leather upholstery is complimented perfectly against the polished chrome cantilever frame and soft padded arms,"Big pressure moments in meetings and boardrooms deserve the best thinking.  Our visitor and conference seating keeps the team engaged, comfortable and in the best place to make the right decision.",660,640,880,14.3,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,500,480,460,Medium,490,440,true,Fixed,false,490,660,false,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,false,115,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,EX000020,EX000252,BR000034,EX000019,,,,,94017100,60261,5.06027E+12,03/06/2024
